Регион,Период,Срез,Категория,Пол,Значение
Новгородская  область,2013,по образованию,высшее профессиональное,m,263
Новгородская  область,2013,по образованию,среднее профессиональное,m,1372
Новгородская  область,2013,по образованию,среднее (полное) общее,m,1172
Новгородская  область,2013,по образованию,начальное и основное общее,m,1930
Новгородская  область,2013,по образованию,высшее профессиональное,f,78
Новгородская  область,2013,по образованию,среднее профессиональное,f,260
Новгородская  область,2013,по образованию,среднее (полное) общее,f,230
Новгородская  область,2013,по образованию,начальное и основное общее,f,433
Новгородская  область,2013,по социальному составу,наемных работников,m,1055
Новгородская  область,2013,по социальному составу,служащих,m,146
Новгородская  область,2013,по социальному составу,работников сельского хозяйства,m,8
Новгородская  область,2013,по социальному составу,предпринимателей без образования юридического лица,m,81
Новгородская  область,2013,по социальному составу,работников органов государственной власти,m,5
Новгородская  область,2013,по социальному составу,учащихся и студентов,m,322
Новгородская  область,2013,по социальному составу,лиц без постоянных источников доходов,m,3136
Новгородская  область,2013,по социальному составу,в том числе безработных,m,363
Новгородская  область,2013,по социальному составу,мигрантов,m,12
Новгородская  область,2013,по социальному составу,наемных работников,f,185
Новгородская  область,2013,по социальному составу,служащих,f,68
Новгородская  область,2013,по социальному составу,работников сельского хозяйства,f,0
Новгородская  область,2013,по социальному составу,предпринимателей без образования юридического лица,f,6
Новгородская  область,2013,по социальному составу,работников органов государственной власти,f,2
Новгородская  область,2013,по социальному составу,учащихся и студентов,f,35
Новгородская  область,2013,по социальному составу,лиц без постоянных источников доходов,f,686
Новгородская  область,2013,по социальному составу,в том числе безработных,f,90
Новгородская  область,2013,по социальному составу,мигрантов,f,1
Новгородская  область,2013,по принадлежности к гражданству,граждане России,m,4829
Новгородская  область,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,121
Новгородская  область,2013,по принадлежности к гражданству,граждане России,f,1052
Новгородская  область,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,8
Новгородская  область,2012,по возрасту,14-15,m,100
Новгородская  область,2012,по возрасту,16-17,m,218
Новгородская  область,2012,по возрасту,18-24,m,1215
Новгородская  область,2012,по возрасту,25-29,m,895
Новгородская  область,2012,по возрасту,30-49,m,2015
Новгородская  область,2012,по возрасту,50 +,m,460
Новгородская  область,2012,по возрасту,14-15,f,5
Новгородская  область,2012,по возрасту,16-17,f,28
Новгородская  область,2012,по возрасту,18-24,f,175
Новгородская  область,2012,по возрасту,25-29,f,171
Новгородская  область,2012,по возрасту,30-49,f,489
Новгородская  область,2012,по возрасту,50 +,f,112
Новгородская  область,2012,по образованию,высшее профессиональное,m,228
Новгородская  область,2012,по образованию,среднее профессиональное,m,1374
Новгородская  область,2012,по образованию,среднее (полное) общее,m,1270
Новгородская  область,2012,по образованию,начальное и основное общее,m,1851
Новгородская  область,2012,по образованию,высшее профессиональное,f,58
Новгородская  область,2012,по образованию,среднее профессиональное,f,272
Новгородская  область,2012,по образованию,среднее (полное) общее,f,233
Новгородская  область,2012,по образованию,начальное и основное общее,f,375
Новгородская  область,2012,по социальному составу,наемных работников,m,954
Новгородская  область,2012,по социальному составу,служащих,m,129
Новгородская  область,2012,по социальному составу,работников сельского хозяйства,m,10
Новгородская  область,2012,по социальному составу,предпринимателей без образования юридического лица,m,69
Новгородская  область,2012,по социальному составу,работников органов государственной власти,m,5
Новгородская  область,2012,по социальному составу,учащихся и студентов,m,317
Новгородская  область,2012,по социальному составу,лиц без постоянных источников доходов,m,3204
Новгородская  область,2012,по социальному составу,в том числе безработных,m,446
Новгородская  область,2012,по социальному составу,мигрантов,m,19
Новгородская  область,2012,по социальному составу,наемных работников,f,170
Новгородская  область,2012,по социальному составу,служащих,f,49
Новгородская  область,2012,по социальному составу,работников сельского хозяйства,f,1
Новгородская  область,2012,по социальному составу,предпринимателей без образования юридического лица,f,10
Новгородская  область,2012,по социальному составу,работников органов государственной власти,f,0
Новгородская  область,2012,по социальному составу,учащихся и студентов,f,35
Новгородская  область,2012,по социальному составу,лиц без постоянных источников доходов,f,661
Новгородская  область,2012,по социальному составу,в том числе безработных,f,97
Новгородская  область,2012,по социальному составу,мигрантов,f,0
Новгородская  область,2012,по принадлежности к гражданству,граждане России,m,4777
Новгородская  область,2012,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,125
Новгородская  область,2012,по принадлежности к гражданству,граждане России,f,975
Новгородская  область,2012,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,5
Новгородская  область,2011,по возрасту,14-15,m,106
Новгородская  область,2011,по возрасту,16-17,m,201
Новгородская  область,2011,по возрасту,18-24,m,1105
Новгородская  область,2011,по возрасту,25-29,m,824
Новгородская  область,2011,по возрасту,30-49,m,1751
Новгородская  область,2011,по возрасту,50 +,m,433
Новгородская  область,2011,по возрасту,14-15,f,7
Новгородская  область,2011,по возрасту,16-17,f,23
Новгородская  область,2011,по возрасту,18-24,f,175
Новгородская  область,2011,по возрасту,25-29,f,126
Новгородская  область,2011,по возрасту,30-49,f,420
Новгородская  область,2011,по возрасту,50 +,f,96
Новгородская  область,2011,по образованию,высшее профессиональное,m,198
Новгородская  область,2011,по образованию,среднее профессиональное,m,1255
Новгородская  область,2011,по образованию,среднее (полное) общее,m,1113
Новгородская  область,2011,по образованию,начальное и основное общее,m,1682
Новгородская  область,2011,по образованию,высшее профессиональное,f,59
Новгородская  область,2011,по образованию,среднее профессиональное,f,203
Новгородская  область,2011,по образованию,среднее (полное) общее,f,231
Новгородская  область,2011,по образованию,начальное и основное общее,f,319
Новгородская  область,2011,по социальному составу,наемных работников,m,881
Новгородская  область,2011,по социальному составу,служащих,m,113
Новгородская  область,2011,по социальному составу,работников сельского хозяйства,m,7
Новгородская  область,2011,по социальному составу,предпринимателей без образования юридического лица,m,74
Новгородская  область,2011,по социальному составу,работников органов государственной власти,m,6
Новгородская  область,2011,по социальному составу,учащихся и студентов,m,266
Новгородская  область,2011,по социальному составу,лиц без постоянных источников доходов,m,2964
Новгородская  область,2011,по социальному составу,в том числе безработных,m,305
Новгородская  область,2011,по социальному составу,мигрантов,m,9
Новгородская  область,2011,по социальному составу,наемных работников,f,166
Новгородская  область,2011,по социальному составу,служащих,f,47
Новгородская  область,2011,по социальному составу,работников сельского хозяйства,f,1
Новгородская  область,2011,по социальному составу,предпринимателей без образования юридического лица,f,5
Новгородская  область,2011,по социальному составу,работников органов государственной власти,f,1
Новгородская  область,2011,по социальному составу,учащихся и студентов,f,30
Новгородская  область,2011,по социальному составу,лиц без постоянных источников доходов,f,569
Новгородская  область,2011,по социальному составу,в том числе безработных,f,84
Новгородская  область,2011,по социальному составу,мигрантов,f,0
Новгородская  область,2011,по принадлежности к гражданству,граждане России,m,4320
Новгородская  область,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,100
Новгородская  область,2011,по принадлежности к гражданству,граждане России,f,838
Новгородская  область,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,9
Новгородская  область,2010,по возрасту,14-15,m,67
Новгородская  область,2010,по возрасту,16-17,m,165
Новгородская  область,2010,по возрасту,18-24,m,939
Новгородская  область,2010,по возрасту,25-29,m,734
Новгородская  область,2010,по возрасту,30-49,m,1526
Новгородская  область,2010,по возрасту,50 +,m,367
Новгородская  область,2010,по возрасту,14-15,f,6
Новгородская  область,2010,по возрасту,16-17,f,24
Новгородская  область,2010,по возрасту,18-24,f,161
Новгородская  область,2010,по возрасту,25-29,f,131
Новгородская  область,2010,по возрасту,30-49,f,446
Новгородская  область,2010,по возрасту,50 +,f,102
Новгородская  область,2010,по образованию,высшее профессиональное,m,192
Новгородская  область,2010,по образованию,среднее профессиональное,m,960
Новгородская  область,2010,по образованию,среднее (полное) общее,m,976
Новгородская  область,2010,по образованию,начальное и основное общее,m,1509
Новгородская  область,2010,по образованию,высшее профессиональное,f,79
Новгородская  область,2010,по образованию,среднее профессиональное,f,215
Новгородская  область,2010,по образованию,среднее (полное) общее,f,221
Новгородская  область,2010,по образованию,начальное и основное общее,f,322
Новгородская  область,2010,по социальному составу,наемных работников,m,735
Новгородская  область,2010,по социальному составу,служащих,m,140
Новгородская  область,2010,по социальному составу,работников сельского хозяйства,m,16
Новгородская  область,2010,по социальному составу,предпринимателей без образования юридического лица,m,56
Новгородская  область,2010,по социальному составу,работников органов государственной власти,m,3
Новгородская  область,2010,по социальному составу,учащихся и студентов,m,191
Новгородская  область,2010,по социальному составу,лиц без постоянных источников доходов,m,2562
Новгородская  область,2010,по социальному составу,в том числе безработных,m,173
Новгородская  область,2010,по социальному составу,мигрантов,m,6
Новгородская  область,2010,по социальному составу,наемных работников,f,193
Новгородская  область,2010,по социальному составу,служащих,f,76
Новгородская  область,2010,по социальному составу,работников сельского хозяйства,f,3
Новгородская  область,2010,по социальному составу,предпринимателей без образования юридического лица,f,18
Новгородская  область,2010,по социальному составу,работников органов государственной власти,f,1
Новгородская  область,2010,по социальному составу,учащихся и студентов,f,25
Новгородская  область,2010,по социальному составу,лиц без постоянных источников доходов,f,520
Новгородская  область,2010,по социальному составу,в том числе безработных,f,31
Новгородская  область,2010,по социальному составу,мигрантов,f,0
Новгородская  область,2010,по принадлежности к гражданству,граждане России,m,3719
Новгородская  область,2010,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,79
Новгородская  область,2010,по принадлежности к гражданству,граждане России,f,868
Новгородская  область,2010,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,2
Новосибирская область,2014,по возрасту,14-15,m,456
Новосибирская область,2014,по возрасту,16-17,m,945
Новосибирская область,2014,по возрасту,18-24,m,3905
Новосибирская область,2014,по возрасту,25-29,m,3337
Новосибирская область,2014,по возрасту,30-49,m,6565
Новосибирская область,2014,по возрасту,50 +,m,1320
Новосибирская область,2014,по возрасту,14-15,f,70
Новосибирская область,2014,по возрасту,16-17,f,100
Новосибирская область,2014,по возрасту,18-24,f,503
Новосибирская область,2014,по возрасту,25-29,f,506
Новосибирская область,2014,по возрасту,30-49,f,1429
Новосибирская область,2014,по возрасту,50 +,f,410
Новосибирская область,2014,по образованию,высшее профессиональное,m,877
Новосибирская область,2014,по образованию,среднее профессиональное,m,3858
Новосибирская область,2014,по образованию,среднее (полное) общее,m,5744
Новосибирская область,2014,по образованию,начальное и основное общее,m,5530
Новосибирская область,2014,по образованию,высшее профессиональное,f,291
Новосибирская область,2014,по образованию,среднее профессиональное,f,803
Новосибирская область,2014,по образованию,среднее (полное) общее,f,779
Новосибирская область,2014,по образованию,начальное и основное общее,f,1035
Новосибирская область,2014,по социальному составу,наемных работников,m,3691
Новосибирская область,2014,по социальному составу,служащих,m,469
Новосибирская область,2014,по социальному составу,работников сельского хозяйства,m,129
Новосибирская область,2014,по социальному составу,предпринимателей без образования юридического лица,m,116
Новосибирская область,2014,по социальному составу,работников органов государственной власти,m,83
Новосибирская область,2014,по социальному составу,учащихся и студентов,m,1372
Новосибирская область,2014,по социальному составу,лиц без постоянных источников доходов,m,10355
Новосибирская область,2014,по социальному составу,в том числе безработных,m,42
Новосибирская область,2014,по социальному составу,мигрантов,m,43
Новосибирская область,2014,по социальному составу,наемных работников,f,603
Новосибирская область,2014,по социальному составу,служащих,f,188
Новосибирская область,2014,по социальному составу,работников сельского хозяйства,f,22
Новосибирская область,2014,по социальному составу,предпринимателей без образования юридического лица,f,21
Новосибирская область,2014,по социальному составу,работников органов государственной власти,f,12
Новосибирская область,2014,по социальному составу,учащихся и студентов,f,187
Новосибирская область,2014,по социальному составу,лиц без постоянных источников доходов,f,1778
Новосибирская область,2014,по социальному составу,в том числе безработных,f,10
Новосибирская область,2014,по социальному составу,мигрантов,f,4
Новосибирская область,2014,по принадлежности к гражданству,граждане России,m,16073
Новосибирская область,2014,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,455
Новосибирская область,2014,по принадлежности к гражданству,граждане России,f,2966
Новосибирская область,2014,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,52
Новосибирская область,2013,по возрасту,14-15,m,487
Новосибирская область,2013,по возрасту,16-17,m,1005
Новосибирская область,2013,по возрасту,18-24,m,4426
Новосибирская область,2013,по возрасту,25-29,m,3458
Новосибирская область,2013,по возрасту,30-49,m,6408
Новосибирская область,2013,по возрасту,50 +,m,1431
Новосибирская область,2013,по возрасту,14-15,f,61
Новосибирская область,2013,по возрасту,16-17,f,119
Новосибирская область,2013,по возрасту,18-24,f,531
Новосибирская область,2013,по возрасту,25-29,f,525
Новосибирская область,2013,по возрасту,30-49,f,1401
Новосибирская область,2013,по возрасту,50 +,f,355
Новосибирская область,2013,по образованию,высшее профессиональное,m,896
Новосибирская область,2013,по образованию,среднее профессиональное,m,3999
Новосибирская область,2013,по образованию,среднее (полное) общее,m,5859
Новосибирская область,2013,по образованию,начальное и основное общее,m,5848
Новосибирская область,2013,по образованию,высшее профессиональное,f,266
Новосибирская область,2013,по образованию,среднее профессиональное,f,723
Новосибирская область,2013,по образованию,среднее (полное) общее,f,851
Новосибирская область,2013,по образованию,начальное и основное общее,f,1066
Новосибирская область,2013,по социальному составу,наемных работников,m,3790
Новосибирская область,2013,по социальному составу,служащих,m,547
Новосибирская область,2013,по социальному составу,работников сельского хозяйства,m,180
Новосибирская область,2013,по социальному составу,предпринимателей без образования юридического лица,m,133
Новосибирская область,2013,по социальному составу,работников органов государственной власти,m,92
Новосибирская область,2013,по социальному составу,учащихся и студентов,m,1406
Новосибирская область,2013,по социальному составу,лиц без постоянных источников доходов,m,10738
Новосибирская область,2013,по социальному составу,в том числе безработных,m,30
Новосибирская область,2013,по социальному составу,мигрантов,m,33
Новосибирская область,2013,по социальному составу,наемных работников,f,500
Новосибирская область,2013,по социальному составу,служащих,f,210
Новосибирская область,2013,по социальному составу,работников сельского хозяйства,f,24
Новосибирская область,2013,по социальному составу,предпринимателей без образования юридического лица,f,32
Новосибирская область,2013,по социальному составу,работников органов государственной власти,f,4
Новосибирская область,2013,по социальному составу,учащихся и студентов,f,183
Новосибирская область,2013,по социальному составу,лиц без постоянных источников доходов,f,1872
Новосибирская область,2013,по социальному составу,в том числе безработных,f,8
Новосибирская область,2013,по социальному составу,мигрантов,f,2
Новосибирская область,2013,по принадлежности к гражданству,граждане России,m,16792
Новосибирская область,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,423
Новосибирская область,2013,по принадлежности к гражданству,граждане России,f,2945
Новосибирская область,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,47
Новосибирская область,2012,по возрасту,14-15,m,523
Новосибирская область,2012,по возрасту,16-17,m,1116
Новосибирская область,2012,по возрасту,18-24,m,4736
Новосибирская область,2012,по возрасту,25-29,m,3510
Новосибирская область,2012,по возрасту,30-49,m,6793
Новосибирская область,2012,по возрасту,50 +,m,1481
Новосибирская область,2012,по возрасту,14-15,f,65
Новосибирская область,2012,по возрасту,16-17,f,121
Новосибирская область,2012,по возрасту,18-24,f,573
Новосибирская область,2012,по возрасту,25-29,f,638
Новосибирская область,2012,по возрасту,30-49,f,1487
Новосибирская область,2012,по возрасту,50 +,f,373
Новосибирская область,2012,по образованию,высшее профессиональное,m,906
Новосибирская область,2012,по образованию,среднее профессиональное,m,3873
Новосибирская область,2012,по образованию,среднее (полное) общее,m,6455
Новосибирская область,2012,по образованию,начальное и основное общее,m,6266
Новосибирская область,2012,по образованию,высшее профессиональное,f,330
Новосибирская область,2012,по образованию,среднее профессиональное,f,731
Новосибирская область,2012,по образованию,среднее (полное) общее,f,923
Новосибирская область,2012,по образованию,начальное и основное общее,f,1148
Новосибирская область,2012,по социальному составу,наемных работников,m,3835
Новосибирская область,2012,по социальному составу,служащих,m,538
Новосибирская область,2012,по социальному составу,работников сельского хозяйства,m,242
Новосибирская область,2012,по социальному составу,предпринимателей без образования юридического лица,m,154
Новосибирская область,2012,по социальному составу,работников органов государственной власти,m,72
Новосибирская область,2012,по социальному составу,учащихся и студентов,m,1508
Новосибирская область,2012,по социальному составу,лиц без постоянных источников доходов,m,11537
Новосибирская область,2012,по социальному составу,в том числе безработных,m,52
Новосибирская область,2012,по социальному составу,мигрантов,m,30
Новосибирская область,2012,по социальному составу,наемных работников,f,523
Новосибирская область,2012,по социальному составу,служащих,f,236
Новосибирская область,2012,по социальному составу,работников сельского хозяйства,f,28
Новосибирская область,2012,по социальному составу,предпринимателей без образования юридического лица,f,44
Новосибирская область,2012,по социальному составу,работников органов государственной власти,f,11
Новосибирская область,2012,по социальному составу,учащихся и студентов,f,201
Новосибирская область,2012,по социальному составу,лиц без постоянных источников доходов,f,2064
Новосибирская область,2012,по социальному составу,в том числе безработных,f,14
Новосибирская область,2012,по социальному составу,мигрантов,f,1
Новосибирская область,2012,по принадлежности к гражданству,граждане России,m,17730
Новосибирская область,2012,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,429
Новосибирская область,2012,по принадлежности к гражданству,граждане России,f,3217
Новосибирская область,2012,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,40
Новосибирская область,2011,по возрасту,14-15,m,606
Новосибирская область,2011,по возрасту,16-17,m,1227
Новосибирская область,2011,по возрасту,18-24,m,5136
Новосибирская область,2011,по возрасту,25-29,m,3652
Новосибирская область,2011,по возрасту,30-49,m,7211
Новосибирская область,2011,по возрасту,50 +,m,1596
Новосибирская область,2011,по возрасту,14-15,f,83
Новосибирская область,2011,по возрасту,16-17,f,138
Новосибирская область,2011,по возрасту,18-24,f,679
Новосибирская область,2011,по возрасту,25-29,f,628
Новосибирская область,2011,по возрасту,30-49,f,1672
Новосибирская область,2011,по возрасту,50 +,f,478
Новосибирская область,2011,по образованию,высшее профессиональное,m,981
Новосибирская область,2011,по образованию,среднее профессиональное,m,4065
Новосибирская область,2011,по образованию,среднее (полное) общее,m,6718
Новосибирская область,2011,по образованию,начальное и основное общее,m,6954
Новосибирская область,2011,по образованию,высшее профессиональное,f,352
Новосибирская область,2011,по образованию,среднее профессиональное,f,838
Новосибирская область,2011,по образованию,среднее (полное) общее,f,1081
Новосибирская область,2011,по образованию,начальное и основное общее,f,1301
Новосибирская область,2011,по социальному составу,наемных работников,m,4062
Новосибирская область,2011,по социальному составу,служащих,m,630
Новосибирская область,2011,по социальному составу,работников сельского хозяйства,m,277
Новосибирская область,2011,по социальному составу,предпринимателей без образования юридического лица,m,160
Новосибирская область,2011,по социальному составу,работников органов государственной власти,m,68
Новосибирская область,2011,по социальному составу,учащихся и студентов,m,1847
Новосибирская область,2011,по социальному составу,лиц без постоянных источников доходов,m,12202
Новосибирская область,2011,по социальному составу,в том числе безработных,m,59
Новосибирская область,2011,по социальному составу,мигрантов,m,19
Новосибирская область,2011,по социальному составу,наемных работников,f,616
Новосибирская область,2011,по социальному составу,служащих,f,349
Новосибирская область,2011,по социальному составу,работников сельского хозяйства,f,33
Новосибирская область,2011,по социальному составу,предпринимателей без образования юридического лица,f,38
Новосибирская область,2011,по социальному составу,работников органов государственной власти,f,10
Новосибирская область,2011,по социальному составу,учащихся и студентов,f,240
Новосибирская область,2011,по социальному составу,лиц без постоянных источников доходов,f,2209
Новосибирская область,2011,по социальному составу,в том числе безработных,f,23
Новосибирская область,2011,по социальному составу,мигрантов,f,0
Новосибирская область,2011,по принадлежности к гражданству,граждане России,m,19088
Новосибирская область,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,340
Новосибирская область,2011,по принадлежности к гражданству,граждане России,f,3651
Новосибирская область,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,27
Новосибирская область,2010,по возрасту,14-15,m,627
Новосибирская область,2010,по возрасту,16-17,m,1450
Новосибирская область,2010,по возрасту,18-24,m,5843
Новосибирская область,2010,по возрасту,25-29,m,4042
Новосибирская область,2010,по возрасту,30-49,m,7655
Новосибирская область,2010,по возрасту,50 +,m,1945
Новосибирская область,2010,по возрасту,14-15,f,80
Новосибирская область,2010,по возрасту,16-17,f,171
Новосибирская область,2010,по возрасту,18-24,f,821
Новосибирская область,2010,по возрасту,25-29,f,754
Новосибирская область,2010,по возрасту,30-49,f,1816
Новосибирская область,2010,по возрасту,50 +,f,724
Новосибирская область,2010,по образованию,высшее профессиональное,m,1146
Новосибирская область,2010,по образованию,среднее профессиональное,m,4301
Новосибирская область,2010,по образованию,среднее (полное) общее,m,7235
Новосибирская область,2010,по образованию,начальное и основное общее,m,8226
Новосибирская область,2010,по образованию,высшее профессиональное,f,470
Новосибирская область,2010,по образованию,среднее профессиональное,f,1100
Новосибирская область,2010,по образованию,среднее (полное) общее,f,1074
Новосибирская область,2010,по образованию,начальное и основное общее,f,1580
Новосибирская область,2010,по социальному составу,наемных работников,m,4733
Новосибирская область,2010,по социальному составу,служащих,m,786
Новосибирская область,2010,по социальному составу,работников сельского хозяйства,m,350
Новосибирская область,2010,по социальному составу,предпринимателей без образования юридического лица,m,178
Новосибирская область,2010,по социальному составу,работников органов государственной власти,m,84
Новосибирская область,2010,по социальному составу,учащихся и студентов,m,2037
Новосибирская область,2010,по социальному составу,лиц без постоянных источников доходов,m,13176
Новосибирская область,2010,по социальному составу,в том числе безработных,m,77
Новосибирская область,2010,по социальному составу,мигрантов,m,11
Новосибирская область,2010,по социальному составу,наемных работников,f,807
